Feature ID,lfc
Klhl7,0.093760013
Stk38l,0.093724468
Timm9,0.093717794
Trim35,0.093694385
Psme4,0.093619307
Npepps,0.093554937
Psma1,0.093482714
Prpf4b,0.093465976
Rac1,0.093409616
rp9,0.093234346
BC018242,0.093198475
BC096441,0.093123791
Cds1,0.092904858
Herc3,0.092891477
Zfp101,0.092825589
Dnajc17,0.092697754
Ubn2,0.09269693
Xrcc6,0.092645257
St3gal4,0.092616233
Zw10,0.092584618
Col4a3bp,0.092553683
Zkscan3,0.092391119
Isy1,0.092385963
Mybl2,0.092370317
Lsmd1,0.09233903
Hist2h2be,0.092337436
Entpd7,0.092332264
AI480653,0.092244065
9430076C15Rik,0.092101567
Ptcd3,0.092073406
Ccdc122,0.091979749
Elof1,0.091899986
Ppox,0.091893312
Setd3,0.091764399
Tsc22d4,0.091694451
Med1,0.091615258
Mtmr2,0.091489742
Ifrd1,0.09137175
Znrd1,0.091350026
Utrn,0.091219561
Gtf2h4,0.091217306
Cdc26,0.091178456
Fam82b,0.090989358
Chd7,0.090973599
1110008L16Rik,0.090901893
Cebpz,0.090877521
Dnajb4,0.090722152
Cblb,0.090679273
Ctdspl2,0.090572814
Mblac2,0.09052666
Gm16972,0.090501186
Sec24a,0.090477858
Dusp11,0.090415179
Tmtc3,0.090411304
Ywhaq,0.090400389
Pigh,0.090357779
Aprt,0.090301098
Armc10,0.090195971
Nup88,0.090169636
Igbp1,0.090166513
Zfp187,0.090086658
Gigyf2,0.090040084
BC023814,0.08998539
Mapk9,0.089959558
Ext1,0.089953804
Col18a1,0.089902459
Lrch1,0.089743289
Dusp28,0.089723072
Zfp131 (NT_110857 31981..57600),0.089582113
Arpp19,0.089530415
Zdhhc14,0.089361077
4930420K17Rik,0.089358284
Fam69a,0.089243949
Rpl34,0.089220263
Tm9sf3,0.089214229
Poc5,0.089183282
Sec23a,0.089135656
D14Ertd668e,0.089093356
Zc3h4,0.089048999
Tmem119,0.088956176
Nkap,0.088950445
Mphosph8,0.088946643
Srsf11,0.088792215
Spint2,0.088788372
Glrx5,0.088774136
Dhodh,0.088708284
Syf2,0.08848263
Mapre2,0.088470902
Tomm20,0.088405409
Tspyl1,0.088351991
Nedd4,0.088320236
Pnn,0.088190813
Sec22c,0.088129115
Rbm45,0.088082856
Chordc1,0.088070102
Tspan5,0.087938925
Pcnt,0.087615478
Map3k15,0.087549619
Cdk19,0.087444608
Aarsd1,0.087359809
Cdk14,0.087301678
Ttc12,0.087291378
Ppp2r5a,0.087264516
Naa38,0.087254035
Gon4l,0.08720199
Asb7,0.087078588
Rapgef5,0.087071548
Rab3a,0.087047561
Extl3,0.086999317
Slk,0.086987917
Acadsb,0.086967327
Mfap3,0.08695003
Vps26a,0.086926375
Mrpl36,0.086915592
Hibadh,0.086901827
Zfp280b,0.086858181
Klf6,0.086853641
Phyh,0.086806931
Eif2s1,0.086753842
Lbx2,0.0867511
Prps2,0.086704536
Thap3,0.086677977
Ppm1k,0.08662517
Tlk2,0.086623002
Ccdc109a,0.086611096
Tram1,0.086581314
Mef2a,0.086522715
Nxt2,0.086477358
Tinf2,0.086406333
Hspb11,0.086316675
Sos1,0.08625351
Ptpmt1,0.086207505
Rpl36al,0.086096864
Pigf,0.086077376
Pop1,0.086069117
Cdk5rap2,0.086037823
Caml,0.086026782
Akap13,0.085971429
Dnaja2,0.085746578
L3mbtl3,0.085743737
Atf6,0.085730373
Ythdc2,0.085703954
Gins4,0.085698807
Zfp821,0.085658003
Ppm1b,0.085642571
Hspa4,0.085543685
Stt3b,0.08544025
Rg9mtd1,0.085422371
Csad,0.085354393
Rhot1,0.085310411
Ptcd1,0.085292385
Wipf1,0.085284333
Taco1,0.085277295
Nnt,0.08523906
Zfp809,0.085171217
Dstn,0.085097278
Rbl1,0.085047351
Mpv17l2,0.084906729
Clcn5,0.084879655
Prdx4,0.084732293
Pofut1,0.084710099
Sp3,0.084693993
Hbs1l,0.084681987
Pnkd,0.084670754
Gm5453,0.084665834
Cops2,0.084654436
Uso1,0.084645597
Pstpip2,0.084598185
H6pd,0.084590231
Ap3m2,0.084454348
Mgl2,0.08435585
Tpt1,0.084253367
Osbpl3,0.08423743
Scamp2,0.084221789
Prkacb,0.084164644
Hnrnpa2b1,0.084143279
Vps4b,0.084063221
1300014I06Rik,0.084042407
Rbm19,0.08401387
Phtf1,0.084004425
Eef1b2,0.083996077
1300018J18Rik,0.083955292
Mknk2,0.083867881
Lias,0.08386092
Zfp777,0.083727649
Usp21,0.08368256
Slc16a10,0.083647867
Foxk1,0.083626036
Prmt3,0.08359888
Oaz1,0.083574556
Lats2,0.083556811
Arl8b,0.08346825
Slamf7,0.083461097
Trim68,0.083449042
6030429G01Rik,0.083378407
Med17,0.083338842
Usp37,0.083313368
Gm2000,0.083310963
Nup107,0.083307662
Pdcd11,0.083274809
Anxa3,0.083274687
Setd7,0.083274385
Rnf13,0.083273242
Rpl4,0.083006918
Il1rn,0.083002427
Phlpp1,0.082911299
Hdgfrp2,0.082886773
Msh6,0.082839698
Slbp,0.082781226
Dopey1,0.082702644
Cbwd1,0.082687581
2900005J15Rik,0.082677216
Dlgap5,0.082602777
A230046K03Rik,0.082597019
Zc3h11a,0.082579223
Tmem30a,0.082555207
Tm7sf3,0.082541448
Mrpl39,0.082535138
Ddx50,0.082511344
Cxcl14,0.082495835
Tmem165,0.082408182
Aga,0.082385496
Magt1,0.08236653
Dock1,0.082280886
D630037F22Rik,0.082278963
Wdr60,0.082250298
Srd5a3,0.082209352
Lrrc61,0.082181727
Hspa1a,0.082152131
Clasp2,0.082146799
Pla2g4a,0.082120602
Golph3l,0.082119645
H2afy,0.082118046
Ubqln1,0.08207408
Scfd1,0.082066643
Cpeb3,0.081960702
Ubtd2,0.081943844
Atp2b1,0.081916092
Zmym4,0.081913092
Cul1,0.081846647
Ddx27,0.081755749
AI314976,0.081725212
Usp24,0.081655319
Lclat1,0.081545024
Tubgcp3,0.081520528
Hmgcl,0.081443266
Xpr1,0.081419446
Nhlrc2,0.081418672
2810026P18Rik,0.081350949
Akr1e1,0.08124693
Fnip2,0.081172432
Napsa,0.081110195
Stag1,0.081035963
Tfdp2,0.080916902
Plaa,0.080899506
Pdk3,0.080898644
Fignl1,0.080880793
Eftud1,0.08082446
C80913,0.080815559
Tbcel,0.080770662
Rdx,0.080683787
Ccdc90a,0.08067035
Ankle1,0.080548372
Tprn,0.080530925
Trmt11,0.080527381
RP23-147O14.2,0.080467833
Ccdc53,0.080401887
Rnf216,0.080379356
Ythdf3,0.080212516
Serinc5,0.080167362
Tmem71,0.080090876
Sypl,0.0800559
Atp5e,0.079942535
Usp31,0.079933775
Taf12,0.079858113
Chchd2,0.079846071
Mbnl1,0.079830886
Fgfr1op2,0.07982624
Ust,0.079781787
Egln1,0.079745845
Tm4sf19,0.079731387
2810008D09Rik,0.079718017
Rras2,0.079697086
Tnfsf12,0.079646844
Rps6kc1,0.079638809
Gp49a,0.079606313
Myst4,0.079498283
Zfp808,0.079489477
Tbc1d12,0.079334719
1110004E09Rik,0.079257839
Lix1l,0.079150923
2410017P07Rik,0.079099667
Spg11,0.079093553
Gpkow,0.079044924
Sh3kbp1,0.079027604
Rag1ap1,0.078961826
Txndc9,0.078923615
1810030O07Rik,0.078893381
Ssu72,0.078866054
Ddx18,0.078761599
Polr2f,0.078658166
2900092E17Rik,0.078647312
Homez,0.078617314
Usp47,0.078602104
Rexo2,0.078564828
Ppp1r14b,0.078522393
Ltn1,0.078455586
1110019D14Rik,0.07844203
Gm14698,0.078429722
Camk2d,0.078325829
Tuft1,0.078311186
March7,0.078292979
Crcp,0.078270348
Rpl36,0.078257157
Lrp11,0.078244665
Cdc5l,0.07815892
Mtpn,0.078127795
Rps8,0.078036424
Atp5j2,0.077961531
Narf,0.077928355
C85492,0.077880628
Asxl2,0.077864582
Upf2,0.077854101
Slc25a26,0.077841652
Arpc5l,0.077804249
Commd10,0.07774525
Pgam2,0.07769337
Map3k9,0.07763259
AI894139,0.077595822
Baz1b,0.077427069
Sfswap,0.077425182
AC121821.1,0.07735762
Vim,0.077230678
Bace1,0.077167864
Cenpm,0.077163556
Phf17,0.077154545
Txndc15,0.077149334
Ddx20,0.077105838
Ttc30b,0.07708861
Cul3,0.077070872
Ndufb6,0.077062759
Yeats4,0.076994644
Rpp21,0.076994406
Tars,0.076955972
Trps1,0.076947684
0610007P22Rik,0.076926765
Acp5,0.076915769
Aim2,0.076900975
Parp4,0.07684301
Gm15051,0.076798672
Txn1,0.076780627
Cnih,0.076722911
Fam98c,0.076630121
Ppp1r11,0.076601299
Cask,0.076547931
Hrsp12,0.076383314
Ofd1,0.076366985
Trim17,0.076330985
Fam174a,0.07608847
Crot,0.07604108
Arhgap21,0.076012017
Zfp192,0.076009605
Sec31a,0.075879529
Was,0.075824906
Chd1,0.075804726
Exoc5,0.075729996
Trappc2,0.075728748
Fbxl4,0.075700721
Mrpl46,0.075600156
Rfc1,0.075532168
Glipr2,0.075518795
Pabpc4,0.075494916
Gemin6,0.075377501
Znrf2,0.075331414
AC159314.1,0.075305359
Tdrd3,0.07527937
Trnt1,0.075209048
Fubp1,0.075168673
Cd52,0.075088317
Gtf3c2,0.075033064
Grpel2,0.074968289
Rfng,0.074815893
Aggf1,0.074792248
E130303B06Rik,0.074727831
Nsd1,0.074635363
Uqcrfs1,0.074632516
Kntc1,0.074603645
Med6,0.074292367
Hmgn5,0.074204084
Fbl,0.074146119
Tm9sf2,0.074118378
Dffb,0.074111405
Vars,0.074027718
Krr1,0.074021737
Asb4,0.073805288
Thap4,0.073747272
Dnaja3,0.073725126
Rbl2,0.073724802
Phpt1,0.07369941
Sipa1l1,0.073699232
Vps13c,0.073634349
Anp32b,0.073622273
Tbl1xr1,0.073501325
Pgap3,0.073415974
Smug1,0.07334406
Hdgf,0.073305911
1600027N09Rik,0.073222137
Ptma,0.073219887
Ifit3,0.073179566
Klhl28,0.073130641
A530054K11Rik,0.073130376
Polr2b,0.073087945
Rbm33,0.073038808
Fam103a1,0.072992524
Ola1,0.072977673
Nars2,0.072916595
Snx18,0.072912976
2410004B18Rik,0.072868162
Fam120a,0.072841766
Glce,0.072761386
Chtf8,0.0727574
Tomm6,0.072737126
Rfc4,0.072733807
Sar1b,0.072704124
Utp3,0.072652025
Fbxl3,0.072618007
BC016423,0.07250159
Gm13933,0.072499468
Pdlim7,0.072493086
Nxf1,0.072485685
F3,0.072425188
Zkscan1,0.072410906
Zcchc7,0.072409333
Tmem188,0.072360448
Ints8,0.072354131
Rufy3,0.072271813
Ascc3,0.072266982
Ccnb2,0.072264881
Tada3,0.072215461
Specc1,0.07216906
Lrrc40,0.072159786
Chaf1b,0.072042705
Edf1,0.072024912
Tmem64,0.071898898
Arnt,0.071898423
Trim24,0.071878385
Siah1a,0.071870408
Crybg3,0.071831765
Cct4,0.071812463
Zfp58,0.071788198
Kif16b,0.07174565
Gm1673,0.071744677
Bcl2l13,0.071733161
Gpr89,0.071556216
Znhit1,0.071553566
Srp9,0.071544429
Sirt1,0.071484157
Ddx11,0.071481922
Birc5,0.07148034
Brpf1,0.071440701
2410017P09Rik,0.071431641
Bmp2k,0.071406163
Srp68,0.071337875
Lrmp,0.071263308
Ctsl,0.071251599
Pfkfb4,0.071149409
Ccdc58,0.071134624
Smchd1,0.071102387
1110002N22Rik,0.071095691
Fam53a,0.071082059
Phkb,0.070939663
Tpst1,0.070914769
Adar,0.070907411
Hus1,0.070904925
Rsrc2,0.070830361
Sash1,0.070669675
Azi1,0.070623731
Igf1,0.070551627
Rspry1,0.070541306
Apbb1ip,0.07052895
Sacm1l,0.07050045
Hsd17b4,0.07035863
Dclre1a,0.070342173
Eprs,0.07033446
Tmem223,0.070315819
Glis3,0.07030224
Lnx2,0.070271293
D2Wsu81e,0.070164451
Fcrl5,0.070149713
Celf2,0.070007201
Fcgr4,0.069982999
Zcchc8,0.069978905
Aqr,0.069894514
Pacsin2,0.069787656
Dguok,0.069736912
Rad21,0.069734517
Vamp2,0.069725226
Gm12764,0.069722402
Itm2b,0.069633725
Fut8,0.069570369
D330023K18Rik,0.069523167
Exosc5,0.069514032
Xpnpep3,0.069478979
Bms1,0.069473271
E030030I06Rik,0.069471817
Dbt,0.06942274
AI451557,0.069420425
Antxr2,0.069404472
Cyb5,0.069277113
Cd200r4,0.069247828
Anln,0.069228486
Bcap31,0.069115913
Gltp,0.069054171
2210009G21Rik,0.068999399
Nadsyn1,0.068969705
Dab2 (15 6249787..6390712),0.068913938
Cse1l,0.068865973
Sdccag8,0.068855516
Ubqln2,0.068851706
Rbm6,0.068779337
Phactr4,0.068737173
Tprkb,0.068574339
Bloc1s3,0.0685013
2410091C18Rik,0.068322122
Fndc3b,0.068238848
Apc,0.068225201
Rrs1,0.068091535
Jag2,0.06788698
Zmynd11,0.06781627
Gm11059,0.067723828
Rnf20,0.067692474
2900010M23Rik,0.067673206
Agpat5,0.067583549
Rnf213,0.067537308
Haus4,0.067474684
Kdm6a,0.067471352
Fbxo11,0.067371088
Gzf1,0.067337648
Xylt1,0.067335614
Rps10,0.067319457
Etv6,0.067291916
Atp5h,0.067258501
Ssbp1,0.06722622
Impa1,0.067205155
Ugt1a8,0.067142823
Crlf1,0.06711284
1500012F01Rik,0.067105273
Zcchc3,0.067060022
Gls,0.066902807
Acd,0.066832242
Rab8b,0.066736473
Mgst1,0.066720999
Sp4,0.066708035
Sp140,0.066673174
Mll3,0.066502202
Fxr1,0.06647266
Phf2,0.066419456
Tspan31,0.066315844
Wdr12,0.066302652
Ccr7,0.066263844
Tbc1d15,0.066146909
Dock7,0.066051758
Pcf11,0.066038336
Abhd3,0.065955971
Ccnc,0.065948622
Oxsr1,0.065942542
Ints10,0.065895984
Abcc5,0.065885684
Nup160,0.065851171
Zxdc,0.065817537
Insr,0.065733598
Sart1,0.065689253
Cyb5r4,0.065688784
Fam82a2,0.065666126
Mrpl48,0.065664432
Rps6ka2,0.065638184
Rps6ka3,0.065634185
Ino80b,0.065634074
Deb1,0.065583334
Zbp1,0.065566243
2310009B15Rik,0.065561672
Dtx3l,0.06555979
Uchl1,0.065547865
Gm16039,0.065528749
Pgam1,0.06546642
2310001A20Rik,0.065434857
Ppp2r5c,0.065389397
AC092404.1,0.065358108
Gdpd5,0.065220179
Pex6,0.065219142
Mef2c,0.065177662
Bmi1,0.065139535
Foxred1,0.065129971
Tyms,0.065099592
Cmbl,0.065070183
Tnk2,0.064995524
5830418K08Rik,0.064943662
Atp8a1,0.064924121
Bcl7c,0.064887589
Cog5,0.064878516
Cstf2,0.064865004
Sf3b1,0.064861817
Sumf1,0.064861224
Nckipsd,0.064810609
Zfp839,0.064686335
Zfp317,0.064629954
Rlf,0.064521222
Hpse,0.064494524
Pik3c3,0.064489524
Myo1d,0.064487865
Dyrk1b,0.064449158
Ndufa10,0.064438863
Ube2f,0.064388348
Rab2a,0.064312574
Dhcr24,0.064254274
Map2k1,0.06421219
Ncapd3,0.064189319
9030625A04Rik,0.064174558
4930503L19Rik,0.064127914
Zfp771,0.064081273
Nf1,0.064040999
P2rx7,0.064009842
1110049F12Rik,0.06397258
Erlec1,0.063916744
Pip4k2b,0.063887087
Sec23ip,0.063709443
Ptplad1,0.063515837
Arhgap25,0.063500809
Aph1c,0.063436471
Utp20,0.063421348
Fam178a,0.063398267
2700049A03Rik,0.063394265
Rad54l,0.063386042
Rps3a,0.063343685
Coq10b,0.063342066
Taok3,0.063336902
Slc35d2,0.063315927
CT009755.1,0.063300441
Gfra4,0.063211687
Mthfd1l,0.063135787
Dnajc24,0.063125779
Dhfr,0.063092604
Dhx15,0.063064515
Ppp2r3c,0.062963666
Ap1ar,0.062960804
Mak16,0.062916186
Gm15931,0.062896945
Gnl3,0.062893763
Acsl1,0.062864461
Crlf3,0.062863104
Tia1,0.062858917
Trappc6b,0.062810372
Map3k5,0.062755684
Gm505,0.062736947
Epm2a,0.062710588
Kif1b,0.062686834
Dimt1,0.06266322
Lphn2,0.062657392
Fam82a1,0.062645813
Arih1,0.062629203
Gbas,0.062625247
Zdhhc5,0.06262501
Matn1,0.062475586
Gstcd,0.062462422
Nolc1,0.06231561
Tmem33,0.062178952
Tspan13,0.062072742
9430015G10Rik,0.062022888
Slc39a11,0.062014723
Smad4,0.061946325
Add3,0.061925217
Chuk,0.061922999
Clcn3,0.061915711
Dst,0.061890623
Col6a2,0.061884042
Fbrsl1,0.061861715
Lilra6,0.061692502
2810002N01Rik,0.061646689
Mtx3,0.061541365
Rap2a,0.0615403
Mrpl42,0.061533846
Ckap2l,0.061426273
Gm11613,0.061393202
Inpp5j,0.061276545
Cd9,0.061206406
Lpp,0.061120092
Asb3,0.061067379
Ccdc50,0.061028661
Lbp,0.06097883
Snx4,0.060825045
Mier3,0.060811585
Dtd1,0.060784214
Zhx1,0.060748867
Gbp7,0.060650278
Ppic,0.060572627
Zfp410,0.060445292
Strap,0.060308716
Cnst,0.060237858
BC027231,0.060215488
Psrc1,0.06019226
Ttc8,0.060180089
Nelf,0.060161598
Slc36a1,0.060144286
Pqbp1,0.060072815
Dennd1b,0.060057482
5430411K18Rik,0.06005425
Laptm4a,0.060010164
A130022J15Rik,0.059995506
Lzic,0.059977361
Ppp4r2,0.059970409
Pde4b,0.059939812
Entpd5,0.059927266
Plcg1,0.059907028
Anapc13,0.059904169
Nedd4l,0.05986733
Fez2,0.059853266
Eif4g3,0.059847909
Comp,0.05983396
Mpp5,0.059803692
Usp32,0.059750286
Orc2,0.059667577
Mia3,0.059620544
Tada2b,0.059506064
Ccdc101,0.05948434
Lap3,0.059462968
Myof,0.059299064
Plac8,0.059266358
App,0.059261932
Rps16,0.059207929
4930453N24Rik,0.059175283
Smpd1,0.059174695
Maged2,0.059173748
Papola,0.059101367
3110002H16Rik,0.059100483
Slc9a3r1,0.059062102
Rfc3,0.05902897
Panx1,0.059016325
Ndufa5,0.05896747
Pex3,0.058957544
Rc3h1,0.058952102
Aimp1,0.058940181
Tap1,0.058878947
Med19,0.058840142
Trim47,0.058835004
Tfdp1,0.058819979
Kpna3,0.058771388
Ddt,0.058704927
Qrich1,0.058670569
Pdcd2l,0.058563885
Pcbp3,0.05852641
Dsn1,0.058466491
1200011I18Rik,0.058444637
Mpp6,0.058435594
Inpp4a,0.058430017
Cnot7,0.058390546
Hnrnpul2,0.05838077
Zswim7,0.05833151
4632419I22Rik,0.058256088
Kif3c,0.058214696
Golga3,0.058200286
mt-Co2,0.058098412
Gm10043,0.058057166
Mettl4,0.057929035
Snx25,0.05773383
2310035C23Rik,0.057711559
Cul5,0.057695872
Setx,0.057680991
Dhx40,0.057659833
Irf2bp1,0.057638337
Mta1,0.057523448
Tmbim4,0.057443102
Srp19,0.057265455
D15Ertd621e,0.057248711
Sptlc2,0.057236986
CAAA01202578.1.17880.1,0.057213569
1810046J19Rik,0.057189245
Wdr19,0.057188653
Hist1h4i,0.057174034
Slc24a5,0.057171786
Calhm2,0.05714569
Nek2,0.057123881
Supt3h,0.057000855
Scyl3,0.056997351
Smc1a,0.056994922
Ufsp2,0.056980689
Dpp8,0.056952669
Dpep2,0.056920992
Mfn1,0.056877748
Cbara1,0.056874567
C330007P06Rik,0.056820882
Ctss,0.05674362
Klhdc2,0.056740051
Ythdc1,0.056699581
Syce2,0.056627108
Faf1,0.05661695
Ttc1,0.05656757
Ubac2,0.056534537
Cep350,0.056463897
Casd1,0.056435564
Snx29,0.056411958
Tnfaip8l1,0.056409221
Arl11,0.056376131
Gramd4,0.056265017
Unc50,0.056182649
Svip,0.05617202
Cenph,0.056167522
Pkn1,0.056160594
Anxa4,0.056134015
Oxsm,0.056110965
Baz2b,0.056099138
Ccdc93,0.056060801
Phf21a,0.056043007
Cep68,0.056012308
Itpr1,0.055965147
Bmp1,0.055960514
Sf3a2,0.055906366
4933407H18Rik,0.055890272
Hspb1,0.055758742
Rgl3,0.055722918
Commd4,0.05571564
Iqgap1,0.05564661
Luzp1,0.055598258
Zbtb40,0.05553408
Lysmd3,0.055517214
Tial1,0.055408558
Taf3,0.055407853
Atg14,0.055334316
2810002D19Rik,0.055327544
4831426I19Rik,0.055290315
Whsc1l1,0.055263815
Uhrf2,0.055158307
Zdhhc21,0.055034333
Atp5c1,0.0549761
Cxx1b,0.054954486
Fam45a,0.05494495
Klraq1,0.054944776
AC166747.1,0.054900631
9430023L20Rik,0.054870229
Zbtb44,0.054771271
Lrrc28,0.054740035
Ank,0.054727076
Ssbp3,0.054682773
Dnajc15,0.05463931
Mmadhc,0.054625614
Mdc1,0.054611902
Rad23a,0.054579785
Vezt,0.054491226
Fbxl17,0.054479938
Smap1,0.054441263
Dusp16,0.054381026
Ppp1r12c,0.054368615
Zmynd8,0.054349021
Prc1,0.05429587
Prcp,0.054257824
Ube2e1,0.054255097
Lsm1,0.054241688
D130040H23Rik,0.054234022
Myo5a,0.054224244
Nat2,0.054151603
Naip5,0.054124027
Lcmt1,0.054118274
Vars2,0.054110604
Kifap3,0.054094769
2310001H12Rik,0.054061039
St3gal1,0.054032889
Inpp5f,0.054024067
Gm10261,0.054002033
Snrpf,0.053968872
Shoc2,0.053879699
Stx17,0.053832613
Gja1,0.053810996
Rbms1,0.053743153
Dus2l,0.05374132
Yars2,0.05372138
Tmf1,0.053707942
Lrrc41,0.053625591
Rai14,0.053586305
Aebp2,0.053551413
Isg20,0.053479035
Wwp1,0.05345765
Taf13,0.053402655
Ankmy2,0.053362955
Tmem2,0.053322894
Bco2,0.053322225
Kif5b,0.053311955
Eri1,0.053300078
Zfp52,0.053209646
Rps9,0.053139341
Agtpbp1,0.053129983
Zmym6,0.053074572
4732418C07Rik,0.053061717
Mtm1,0.053029459
Tmem69,0.052973709
Ahcy,0.052972495
Isoc1,0.052929032
Txnl1,0.052916
1600020E01Rik,0.05289576
Scamp1,0.052684772
Aatf,0.052636213
Il18bp,0.052625096
4933439F18Rik,0.052586309
Ldlrad3,0.052510879
Scamp3,0.052447895
Spg21,0.0523353
Anapc10,0.052271008
Slc25a17,0.052268296
Gm10774,0.052262625
E430025E21Rik,0.052247971
Tradd,0.052140679
Rnf215,0.05207565
Camk1d,0.052007012
Golga1,0.051997917
Atp6ap2,0.051969293
Snrpc,0.051916703
AC132303.1,0.051912549
Epb4.1l1,0.051874184
Tanc1,0.05186854
1700112E06Rik,0.051832641
Atxn3,0.051788037
Tpk1,0.051780007
Cdyl2,0.051748199
Spcs2,0.05174088
Fam151b,0.051652492
N6amt2,0.051577154
Rcc1,0.051572706
Pign,0.051569365
Tnrc18,0.051491119
Snx2,0.051428856
Kdelc1,0.051388486
Bcl2a1c,0.05131988
Ywhab,0.051274798
Casp2,0.051209505
Melk,0.051193117
Atp10a,0.051167794
Derl3,0.051154621
Zfp146,0.051133668
Acad9,0.05109095
Gm14326,0.051037288
Zkscan14,0.05103442
Flrt2,0.051032824
Mtmr6,0.0509004
Creb1,0.050785746
Nxt1,0.050751197
Itsn1,0.050746041
Kif18b,0.050737808
Usp9x,0.050722115
Zfp212,0.050688621
Kif22,0.050592171
Rad17,0.050482862
Nav1,0.05047744
Depdc6,0.050452186
Prkaca,0.050448972
Kcnk12,0.050435014
Pikfyve,0.05039339
Mier1,0.050277027
Mat2b,0.050273
Mrps26,0.050261263
Cetn2,0.050246291
Ubfd1,0.050244041
Cp,0.050211625
Psmd6,0.050194004
Mospd1,0.050131292
Entpd4,0.050083269
Etf1,0.050053187
Cbx1,0.04987717
Clic4,0.049875525
Chek2,0.049873155
Pdk1,0.049854375
Il1rap,0.049853527
Csnk1g2,0.049832848
9430091E24Rik,0.049748522
Dnajc30,0.049642827
Fip1l1,0.049619652
Ei24,0.049570697
Actr6,0.049561563
Alg2,0.049534575
Mina,0.049378798
Ppp6r3,0.049360584
Nisch,0.049359542
Hsd17b12,0.049352894
Zbtb43,0.049284248
Ppfibp1,0.049205113
Tmem9b,0.049196038
Mmachc,0.049181858
Creg1,0.049177982
Slc38a1,0.04908487
C030048B08Rik,0.049078401
Ube3c,0.048983851
Pip4k2a,0.048928508
Rpl9,0.048825406
Trip13,0.048718016
4833420G17Rik,0.048710414
Gm11423,0.048696365
D9Ertd402e,0.048613635
Cep192,0.048596396
Pppde1,0.048543441
Trub1,0.048497408
Iah1,0.04848024
Csnk1g1,0.048472658
1110002L01Rik,0.048429583
Slc9a7,0.04838254
Lyst,0.04837822
Snrpd1,0.048335495
Shprh,0.048306277
Ubr5,0.048260694
Mlh1,0.048201142
Fdx1l,0.048133724
Abcd3,0.048063266
Polr3f,0.048020719
Fam193b,0.048002837
Ufc1,0.047962049
Galnt6,0.047948339
Racgap1,0.047929834
Pde1b,0.047910066
D1Bwg0212e,0.047840763
Chmp5,0.04779817
Cnnm3,0.047796846
Gtf2ird1,0.047755313
Fmn1,0.047707981
Cdc14b,0.047701426
Gm14306,0.047665117
Jrkl,0.047645415
Wapal,0.047590071
Itgav,0.047552905
Zfp747,0.047446009
Rfxank,0.047421651
Isca2,0.047276694
Galc,0.047147178
Tor1aip1,0.047120301
Serpinb2,0.047093157
Prpf4,0.047081934
Mark2,0.046968165
Zc4h2,0.046948142
Oraov1,0.046946924
Hsph1,0.046908667
Cwf19l1,0.04690373
Ccdc23,0.046890403
Mink1,0.046870011
Tdrd7,0.046848989
2210016L21Rik,0.046826328
Abhd14b,0.046800766
Slc37a1,0.046750856
1810029B16Rik,0.046733144
Lage3,0.046652242
BC064078 (6 128942978..128958058),0.046651513
Atm,0.046649644
Galnt12,0.046636938
Drap1,0.046634808
Mrps5,0.046599616
Poc1b,0.046436545
Hdac2,0.046404312
Rusc2,0.04637652
Fancg,0.046367888
Cd244,0.046285602
Stx16,0.046253574
Cbr3,0.046144042
Car13,0.04611876
March8,0.04606633
Sh2b3,0.046053523
Exoc2,0.046046807
Sil1,0.046002185
Dnajc4,0.045994514
Gpcpd1,0.045918971
Ndufb2,0.045842893
Golga5,0.045720138
Fyco1,0.045606005
Zfp324,0.045592099
Cryz,0.04557003
Uimc1,0.045539945
Fxc1,0.045533369
Klc1,0.04540677
Hnrnpul1,0.045322967
Qser1,0.045246686
Arhgap12,0.045239258
Taf1,0.045219652
Atxn1,0.045167461
Slc26a2,0.045154453
Nop56,0.045069351
Slc25a13,0.045065822
Psenen,0.045052035
Tmed10,0.04500798
Uhmk1,0.044986453
Tjp2,0.044971557
Frat1,0.044959952
Usp38,0.044876148
St3gal5,0.044827328
Btbd7,0.044774659
Bbs9,0.044732589
Col6a1,0.044648041
Rab22a,0.044579749
Mecp2,0.044543311
Manba,0.044524366
Rnmtl1,0.044453186
Mrpl47,0.044450203
Tmlhe,0.044435346
Rnf167,0.044425993
Rab27a,0.044398818
Aida,0.044374932
Zfp654,0.044331948
Rps6ka5,0.044260925
Mtss1,0.04423022
Slc8a1,0.04420432
Mettl2,0.044203794
Srgap2,0.044176896
Cutc,0.044174041
Mdp1,0.04413198
E2f4,0.044099526
Sip1,0.044081722
Scaper,0.044075721
2610027L16Rik,0.043859519
Commd6,0.043805689
Zfp41,0.043774699
Tmem219,0.043760418
Zfp259,0.04365461
Ppil4,0.043647031
Akt3,0.043636457
Colec12,0.043620303
AI987944,0.043580608
Wdr33,0.04345823
Csnk1g3,0.043445589
Myo1e,0.043400694
Ndufb9,0.043395251
Hivep1,0.043321825
N6amt1,0.043312865
1700081L11Rik,0.043281958
Srek1,0.043276984
Lrrfip2,0.043226684
Dock8,0.043201991
Gtf2h1,0.043177063
Cops3,0.043124072
Ksr1,0.043117421
Rhbdd1,0.04304016
Cd84,0.042882158
Eps8,0.042841796
Ppfia1,0.042711783
Zscan2,0.042682455
Cnot8,0.042680087
Mrpl44,0.042583653
Nudt9,0.042571871
AC158345.1,0.042545647
Mrpl20,0.042536696
BC032203,0.042483998
Glyr1,0.042479855
